"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭"
"462","개화동로17길","일반도로","국지도로","소로","6m미만"
"463","개화동로19길","일반도로","국지도로","소로","6m미만"
"464","개화동로2길","일반도로","국지도로","소로","6m미만"
"465","개화동로20길","일반도로","국지도로","소로3류","폭6-8m"
"466","개화동로21길","일반도로","국지도로","중로2류","폭15-20m"
"467","개화동로23길","일반도로","국지도로","소로","6m미만"
"468","개화동로25길","일반도로","국지도로","소로","6m미만"
"469","개화동로27가길","일반도로","국지도로","소로2류","폭8-10m"
"470","개화동로27길","일반도로","국지도로","소로","6m미만"
"471","개화동로27나길","일반도로","국지도로","소로","6m미만"
"472","개화동로29길","일반도로","국지도로","소로3류","폭6-8m"
"473","개화동로31길","일반도로","국지도로","소로","6m미만"
"474","개화동로4길","일반도로","국지도로","소로","6m미만"
"475","개화동로5길","일반도로","국지도로","소로","6m미만"
"476","개화동로7길","일반도로","국지도로","소로","6m미만"
"477","개화동로8길","일반도로","국지도로","소로2류","폭8-10m"
"478","개화동로9길","일반도로","국지도로","소로","6m미만"
"479","거마로","일반도로","국지도로","중로2류","폭15-20m"
"480","거마로10길","일반도로","국지도로","소로2류","폭8-10m"
"481","거마로13길","일반도로","국지도로","소로","6m미만"
"482","거마로15길","일반도로","국지도로","소로","6m미만"
"483","거마로17길","일반도로","국지도로","소로","6m미만"
"484","거마로2길","일반도로","국지도로","소로3류","폭6-8m"
"485","거마로20길","일반도로","국지도로","소로","6m미만"
"486","거마로22길","일반도로","국지도로","소로","6m미만"
"487","거마로24길","일반도로","국지도로","소로","6m미만"
"488","거마로27길","일반도로","국지도로","소로2류","폭8-10m"
"489","거마로3길","일반도로","국지도로","소로2류","폭8-10m"
"490","거마로5길","일반도로","국지도로","소로3류","폭6-8m"
"491","거마로7길","일반도로","국지도로","소로","6m미만"
"492","거마로8길","일반도로","국지도로","소로3류","폭6-8m"
"493","거마로9길","일반도로","국지도로","소로","6m미만"
"494","거북골로","일반도로","국지도로","소로3류","폭6-8m"
"495","거북골로12길","일반도로","국지도로","중로1류","폭20-25m"
"496","거북골로14가길","일반도로","국지도로","소로","6m미만"
"497","거북골로14길","일반도로","국지도로","소로","6m미만"
"498","거북골로14나길","일반도로","국지도로","소로3류","폭6-8m"
"499","거북골로14다길","일반도로","국지도로","소로","6m미만"
"500","거북골로14라길","일반도로","국지도로","소로","6m미만"
"501","거북골로16길","일반도로","국지도로","소로","6m미만"
"502","거북골로18가길","일반도로","국지도로","소로","6m미만"
"503","거북골로18길","일반도로","국지도로","소로","6m미만"
"504","거북골로18나길","일반도로","국지도로","소로","6m미만"
"505","거북골로18다길","일반도로","국지도로","소로","6m미만"
"506","거북골로19길","일반도로","국지도로","소로","6m미만"
"507","거북골로20길","일반도로","국지도로","소로","6m미만"
"508","거북골로21길","일반도로","국지도로","소로","6m미만"
"509","거북골로22길","일반도로","국지도로","소로","6m미만"
"510","거북골로23길","일반도로","국지도로","소로","6m미만"
"511","거북골로24길","일반도로","국지도로","소로","6m미만"
"512","겸재로","일반도로","국지도로","소로","6m미만"
"513","겸재로10가길","일반도로","국지도로","소로","6m미만"
"514","겸재로10길","일반도로","국지도로","소로","6m미만"
"515","겸재로13길","일반도로","국지도로","소로","6m미만"
"516","겸재로15길","일반도로","국지도로","소로","6m미만"
"517","겸재로18길","일반도로","국지도로","소로","6m미만"
"518","겸재로2길","일반도로","국지도로","소로3류","폭6-8m"
"519","겸재로22길","일반도로","국지도로","소로","6m미만"
"520","겸재로23가길","일반도로","국지도로","소로","6m미만"
"521","겸재로23길","일반도로","국지도로","소로","6m미만"
"522","겸재로24길","일반도로","국지도로","소로","6m미만"
"523","겸재로26길","일반도로","국지도로","소로","6m미만"
"524","겸재로27가길","일반도로","국지도로","소로","6m미만"
"525","겸재로27길","일반도로","국지도로","소로","6m미만"
"526","겸재로28길","일반도로","국지도로","소로","6m미만"
"527","겸재로29길","일반도로","국지도로","소로","6m미만"
"528","겸재로3길","일반도로","국지도로","소로3류","폭6-8m"
"529","겸재로30가길","일반도로","국지도로","소로","6m미만"
"530","겸재로30길","일반도로","국지도로","소로","6m미만"
"531","겸재로35길","일반도로","국지도로","소로","6m미만"
"532","겸재로36길","일반도로","국지도로","소로","6m미만"
"533","겸재로4길","일반도로","국지도로","소로","6m미만"
"534","겸재로40길","일반도로","국지도로","소로3류","폭6-8m"
"535","겸재로42길","일반도로","국지도로","소로","6m미만"
"536","겸재로44길","일반도로","국지도로","소로","6m미만"
"537","겸재로46길","일반도로","국지도로","소로","6m미만"
"538","겸재로48길","일반도로","국지도로","소로","6m미만"
"539","겸재로49길","일반도로","국지도로","소로","6m미만"
"540","겸재로50가길","일반도로","국지도로","소로","6m미만"
"541","겸재로50길","일반도로","국지도로","소로","6m미만"
"542","겸재로50나길","일반도로","국지도로","소로","6m미만"
"543","겸재로54가길","일반도로","국지도로","소로","6m미만"
"544","겸재로54길","일반도로","국지도로","소로","6m미만"
"545","겸재로61가길","일반도로","국지도로","소로","6m미만"
"546","겸재로61길","일반도로","국지도로","소로","6m미만"
"547","겸재로64길","일반도로","국지도로","소로","6m미만"
"548","겸재로7길","일반도로","국지도로","소로","6m미만"
"549","겸재로9길","일반도로","국지도로","소로","6m미만"
"550","경교장1길","일반도로","국지도로","중로1류","폭20-25m"
"551","경교장길","일반도로","국지도로","소로1류","폭10-12m"
"552","경기대로","일반도로","국지도로","소로","6m미만"
"553","경기대로1길","일반도로","국지도로","소로","6m미만"
"554","경기대로1안길","일반도로","국지도로","소로","6m미만"
"555","경기대로11길","일반도로","국지도로","소로","6m미만"
"556","경기대로3길","일반도로","국지도로","소로","6m미만"
"557","경기대로5길","일반도로","국지도로","소로","6m미만"
"558","경기대로7길","일반도로","국지도로","소로","6m미만"
"559","경기대로9길","일반도로","국지도로","소로","6m미만"
"560","경기대로9안길","일반도로","국지도로","소로","6m미만"
"561","경동시장로","일반도로","국지도로","소로","6m미만"
"562","경동시장로10가길","일반도로","국지도로","소로","6m미만"
"563","경동시장로10길","일반도로","국지도로","소로","6m미만"
"564","경동시장로12길","일반도로","국지도로","소로","6m미만"
"565","경동시장로14길","일반도로","국지도로","소로","6m미만"
"566","경동시장로15길","일반도로","국지도로","소로","6m미만"
"567","경동시장로18길","일반도로","국지도로","소로","6m미만"
"568","경동시장로2길","일반도로","국지도로","소로3류","폭6-8m"
"569","경동시장로20길","일반도로","국지도로","소로","6m미만"
"570","경동시장로21길","일반도로","국지도로","소로","6m미만"
"571","경동시장로22길","일반도로","국지도로","소로","6m미만"
"572","경동시장로23길","일반도로","국지도로","소로","6m미만"
"573","경동시장로3길","일반도로","국지도로","소로","6m미만"
"574","경동시장로6길","일반도로","국지도로","소로","6m미만"
"575","경동시장로8길","일반도로","국지도로","소로","6m미만"
"576","경동시장로9가길","일반도로","국지도로","소로","6m미만"
"577","경동시장로9길","일반도로","국지도로","소로","6m미만"
"578","경동시장로9나길","일반도로","국지도로","소로3류","폭6-8m"
"579","경부간선","자동차전용도로","도시고속도로","광로3류","폭40-50m"
"580","경부고속도로","일반도로","기타","광로3류","폭40-50m"
"581","경서로","일반도로","국지도로","소로2류","폭8-10m"
"582","경서로1가길","일반도로","국지도로","소로","6m미만"
"583","경서로1길","일반도로","국지도로","소로","6m미만"
"584","경서로1나길","일반도로","국지도로","소로","6m미만"
"585","경서로11길","일반도로","국지도로","소로","6m미만"
"586","경서로3길","일반도로","국지도로","소로","6m미만"
"587","경서로5길","일반도로","국지도로","소로","6m미만"
"588","경서로7가길","일반도로","국지도로","소로","6m미만"
"589","경서로7길","일반도로","국지도로","소로","6m미만"
"590","경서로9길","일반도로","국지도로","소로","6m미만"
"591","경인고속도로","일반도로","기타","확인불가",""
"592","경인로","일반도로","국지도로","소로3류","폭6-8m"
"593","경인로100길","일반도로","국지도로","소로","6m미만"
